IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150314157,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,04/10/2015,17:55,NORTHERN,NONE,0 Block of WALLER ST,-122.424535363098,37.771951149902,"(37.771951149902, -122.424535363098)",15031415728160
150316385,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,04/10/2015,17:50,RICHMOND,NONE,20TH AV / GEARY BL,-122.47938403981,37.7803326972451,"(37.7803326972451, -122.47938403981)",15031638509320
150316385,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,04/10/2015,17:50,RICHMOND,NONE,20TH AV / GEARY BL,-122.47938403981,37.7803326972451,"(37.7803326972451, -122.47938403981)",15031638506112
150314492,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,04/10/2015,17:43,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,"(37.7865647607685, -122.407244087032)",15031449206363
150314204,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,04/10/2015,17:36,MISSION,NONE,SOUTH VAN NESS AV / 16TH ST,-122.417488323639,37.7651818039906,"(37.7651818039906, -122.417488323639)",15031420404014
150313604,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,04/10/2015,17:30,CENTRAL,"ARREST, BOOKED",BATTERY ST / BROADWAY ST,-122.401055856585,37.7985811020841,"(37.7985811020841, -122.401055856585)",15031360465010
156086502,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,17:30,RICHMOND,NONE,42ND AV / GEARY BL,-122.502945068246,37.7792562602138,"(37.7792562602138, -122.502945068246)",15608650206244
150316824,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,04/10/2015,17:30,CENTRAL,NONE,700 Block of SUTTER ST,-122.412718544555,37.7886466255672,"(37.7886466255672, -122.412718544555)",15031682407023
156085855,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/10/2015,17:15,RICHMOND,NONE,3400 Block of CALIFORNIA ST,-122.45094200094,37.7866690360365,"(37.7866690360365, -122.45094200094)",15608585506374
150320988,MISSING PERSON,MISSING JUVENILE,Friday,04/10/2015,17:14,INGLESIDE,NONE,100 Block of PERSIA AV,-122.434764286692,37.7226161363136,"(37.7226161363136, -122.434764286692)",15032098874010
150313911,NON-CRIMINAL,FIRE REPORT,Friday,04/10/2015,17:06,TENDERLOIN,NONE,300 Block of JONES ST,-122.412758846145,37.7843997500192,"(37.7843997500192, -122.412758846145)",15031391168000
150313927,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/10/2015,17:02,TARAVAL,NONE,VICTORIA ST / GARFIELD ST,-122.465357652816,37.719683836953,"(37.719683836953, -122.465357652816)",15031392706153
150322354,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,04/10/2015,17:00,TARAVAL,NONE,1300 Block of 17TH AV,-122.474849731001,37.7627101583588,"(37.7627101583588, -122.474849731001)",15032235405073
150322354,LARCENY/THEFT,PETTY THEFT BICYCLE,Friday,04/10/2015,17:00,TARAVAL,NONE,1300 Block of 17TH AV,-122.474849731001,37.7627101583588,"(37.7627101583588, -122.474849731001)",15032235406313
150314129,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,04/10/2015,17:00,BAYVIEW,NONE,HOOPER ST / 7TH ST,-122.398182124025,37.7690432950377,"(37.7690432950377, -122.398182124025)",15031412904012
150315246,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,04/10/2015,17:00,PARK,NONE,STANYAN ST / HAIGHT ST,-122.45353456066,37.7691662978052,"(37.7691662978052, -122.45353456066)",15031524668020
156085946,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,17:00,CENTRAL,NONE,BAY ST / KEARNY ST,-122.407149304657,37.806426731679,"(37.806426731679, -122.407149304657)",15608594606244
150326550,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,04/10/2015,17:00,INGLESIDE,NONE,400 Block of 30TH ST,-122.430442156099,37.7419152159071,"(37.7419152159071, -122.430442156099)",15032655009029
150316244,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/10/2015,17:00,INGLESIDE,NONE,200 Block of COLON AV,-122.45618278721,37.7305838676132,"(37.7305838676132, -122.45618278721)",15031624406242
150314022,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,04/10/2015,16:57,INGLESIDE,NONE,4100 Block of MISSION ST,-122.429614852533,37.730269701982,"(37.730269701982, -122.429614852533)",15031402262020
150314050,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,04/10/2015,16:50,CENTRAL,NONE,BUSH ST / KEARNY ST,-122.404033177237,37.7907593489246,"(37.7907593489246, -122.404033177237)",15031405006314
150314583,ASSAULT,THREATS AGAINST LIFE,Friday,04/10/2015,16:50,PARK,NONE,1600 Block of EDDY ST,-122.434821446921,37.7811662982153,"(37.7811662982153, -122.434821446921)",15031458319057
150314072,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,04/10/2015,16:48,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",15031407216710
150314072,OTHER OFFENSES,PROBATION VIOLATION,Friday,04/10/2015,16:48,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",15031407226170
150314072,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,04/10/2015,16:48,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",15031407206361
150314072,TRESPASS,TRESPASSING,Friday,04/10/2015,16:48,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",15031407227195
150313842,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Friday,04/10/2015,16:36,SOUTHERN,NONE,6TH ST / HARRISON ST,-122.404071611406,37.7772741854354,"(37.7772741854354, -122.404071611406)",15031384206131
150314442,TRESPASS,TRESPASSING,Friday,04/10/2015,16:36,RICHMOND,NONE,3400 Block of CALIFORNIA ST,-122.450964179499,37.7867774699387,"(37.7867774699387, -122.450964179499)",15031444227195
150314624,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/10/2015,16:30,CENTRAL,NONE,BAY ST / VANNESS AV,-122.425110613231,37.80414615262,"(37.80414615262, -122.425110613231)",15031462406242
156085930,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,16:30,CENTRAL,NONE,THE EMBARCADERONORTH ST / BAY ST,-122.40556507281,37.8066171530971,"(37.8066171530971, -122.40556507281)",15608593006244
150312195,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,04/10/2015,16:30,TENDERLOIN,NONE,600 Block of OFARRELL ST,-122.41533612902,37.7854364798696,"(37.7854364798696, -122.41533612902)",15031219506304
150314298,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/10/2015,16:30,MISSION,NONE,1900 Block of 15TH ST,-122.427178070245,37.7662843376043,"(37.7662843376043, -122.427178070245)",15031429807021
150314066,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/10/2015,16:29,NORTHERN,NONE,3600 Block of SCOTT ST,-122.441991729765,37.80382640962,"(37.80382640962, -122.441991729765)",15031406664020
150313977,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,04/10/2015,16:22,TENDERLOIN,NONE,0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",15031397706362
150313892,MISSING PERSON,FOUND PERSON,Friday,04/10/2015,16:20,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15031389275000
150314107,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,16:15,RICHMOND,NONE,1900 Block of BAKER ST,-122.444099802989,37.7890134338187,"(37.7890134338187, -122.444099802989)",15031410706244
150328697,SECONDARY CODES,JUVENILE INVOLVED,Friday,04/10/2015,16:00,TARAVAL,NONE,1000 Block of OCEAN AV,-122.453645949494,37.7232725511033,"(37.7232725511033, -122.453645949494)",15032869715500
150328697,ROBBERY,"ROBBERY, BODILY FORCE",Friday,04/10/2015,16:00,TARAVAL,NONE,1000 Block of OCEAN AV,-122.453645949494,37.7232725511033,"(37.7232725511033, -122.453645949494)",15032869703074
150328697,OTHER OFFENSES,CONSPIRACY,Friday,04/10/2015,16:00,TARAVAL,NONE,1000 Block of OCEAN AV,-122.453645949494,37.7232725511033,"(37.7232725511033, -122.453645949494)",15032869726080
150314260,ASSAULT,THREATS AGAINST LIFE,Friday,04/10/2015,16:00,TENDERLOIN,NONE,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",15031426019057
156087942,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,16:00,NORTHERN,NONE,FULTON ST / STEINER ST,-122.433220475299,37.7774892652621,"(37.7774892652621, -122.433220475299)",15608794206244
150324695,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,04/10/2015,16:00,MISSION,NONE,3200 Block of 25TH ST,-122.415829834368,37.7508429174048,"(37.7508429174048, -122.415829834368)",15032469505113
150316410,VEHICLE THEFT,STOLEN TRUCK,Friday,04/10/2015,16:00,MISSION,NONE,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,"(37.7522391652625, -122.418448186101)",15031641007025
150316896,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,04/10/2015,16:00,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413631253258,37.7848053746211,"(37.7848053746211, -122.413631253258)",15031689605043
150314436,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/10/2015,16:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15031443606243
150313999,ASSAULT,BATTERY,Friday,04/10/2015,15:45,NORTHERN,NONE,1500 Block of FILLMORE ST,-122.432743822617,37.7838424505847,"(37.7838424505847, -122.432743822617)",15031399904134
156088724,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/10/2015,15:30,SOUTHERN,NONE,1600 Block of MARKET ST,-122.422127579529,37.7730330183515,"(37.7730330183515, -122.422127579529)",15608872406372
150314088,ASSAULT,BATTERY WITH SERIOUS INJURIES,Friday,04/10/2015,15:30,BAYVIEW,"ARREST, BOOKED",1600 Block of OAKDALE AV,-122.391493955999,37.7351844916326,"(37.7351844916326, -122.391493955999)",15031408804136
150314088,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,04/10/2015,15:30,BAYVIEW,"ARREST, BOOKED",1600 Block of OAKDALE AV,-122.391493955999,37.7351844916326,"(37.7351844916326, -122.391493955999)",15031408804138
150314088,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,04/10/2015,15:30,BAYVIEW,"ARREST, BOOKED",1600 Block of OAKDALE AV,-122.391493955999,37.7351844916326,"(37.7351844916326, -122.391493955999)",15031408815200
150313814,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/10/2015,15:30,NORTHERN,NONE,700 Block of GOUGH ST,-122.423569635812,37.7801603048686,"(37.7801603048686, -122.423569635812)",15031381428150
150313814,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,04/10/2015,15:30,NORTHERN,NONE,700 Block of GOUGH ST,-122.423569635812,37.7801603048686,"(37.7801603048686, -122.423569635812)",15031381415200
150313814,WARRANTS,WARRANT ARREST,Friday,04/10/2015,15:30,NORTHERN,NONE,700 Block of GOUGH ST,-122.423569635812,37.7801603048686,"(37.7801603048686, -122.423569635812)",15031381463010
150313814,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,04/10/2015,15:30,NORTHERN,NONE,700 Block of GOUGH ST,-122.423569635812,37.7801603048686,"(37.7801603048686, -122.423569635812)",15031381404013
150313767,NON-CRIMINAL,FOUND PROPERTY,Friday,04/10/2015,15:24,MISSION,NONE,0 Block of CORWIN ST,-122.439618182524,37.7570531323914,"(37.7570531323914, -122.439618182524)",15031376772000
150313886,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,15:20,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15031388606244
150321306,VEHICLE THEFT,STOLEN TRUCK,Friday,04/10/2015,15:00,TARAVAL,NONE,18TH AV / ULLOA ST,-122.474492434891,37.7412321400763,"(37.7412321400763, -122.474492434891)",15032130607025
150321265,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,04/10/2015,15:00,TARAVAL,NONE,18TH AV / ULLOA ST,-122.474492434891,37.7412321400763,"(37.7412321400763, -122.474492434891)",15032126505171
150324582,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,04/10/2015,15:00,BAYVIEW,NONE,2300 Block of CESAR CHAVEZ ST,-122.399679574042,37.7494852273741,"(37.7494852273741, -122.399679574042)",15032458206243
150315826,OTHER OFFENSES,HARASSING PHONE CALLS,Friday,04/10/2015,15:00,BAYVIEW,NONE,1000 Block of LECONTE AV,-122.39800417734,37.7190331787318,"(37.7190331787318, -122.39800417734)",15031582628135
150325449,ROBBERY,"ROBBERY, BODILY FORCE",Friday,04/10/2015,15:00,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406481972743,37.7827317884887,"(37.7827317884887, -122.406481972743)",15032544903074
150315995,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/10/2015,15:00,NORTHERN,NONE,0 Block of MARINA BL,-122.432957440518,37.8051625655624,"(37.8051625655624, -122.432957440518)",15031599506151
150315995,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,04/10/2015,15:00,NORTHERN,NONE,0 Block of MARINA BL,-122.432957440518,37.8051625655624,"(37.8051625655624, -122.432957440518)",15031599509320
150313698,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/10/2015,14:59,RICHMOND,NONE,SUNSET BL / MARTIN LUTHER KING JR DR,-122.496060774631,37.7654596482276,"(37.7654596482276, -122.496060774631)",15031369865016
156087469,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/10/2015,14:45,SOUTHERN,NONE,800 Block of HOWARD ST,-122.403793259489,37.7823235897616,"(37.7823235897616, -122.403793259489)",15608746906374
150337955,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,04/10/2015,14:40,CENTRAL,NONE,800 Block of BROADWAY ST,-122.41113936187,37.7973778387449,"(37.7973778387449, -122.41113936187)",15033795506303
150313585,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,04/10/2015,14:34,BAYVIEW,"ARREST, BOOKED",200 Block of HARBOR RD,-122.378268018481,37.7323807302226,"(37.7323807302226, -122.378268018481)",15031358504012
150313585,ASSAULT,THREATS AGAINST LIFE,Friday,04/10/2015,14:34,BAYVIEW,"ARREST, BOOKED",200 Block of HARBOR RD,-122.378268018481,37.7323807302226,"(37.7323807302226, -122.378268018481)",15031358519057
150316391,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,04/10/2015,14:30,MISSION,NONE,500 Block of VALENCIA ST,-122.421876488492,37.7640888944532,"(37.7640888944532, -122.421876488492)",15031639106302
150326453,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,04/10/2015,14:30,SOUTHERN,NONE,0 Block of BAYSIDEVILLAGE PL,-122.3896594129,37.7848807205949,"(37.7848807205949, -122.3896594129)",15032645309024
150316216,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,04/10/2015,14:30,MISSION,NONE,0 Block of SHARON ST,-122.429777862839,37.7652405158633,"(37.7652405158633, -122.429777862839)",15031621605043
150317264,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,04/10/2015,14:30,MISSION,NONE,400 Block of CASTRO ST,-122.435012093789,37.7617677182954,"(37.7617677182954, -122.435012093789)",15031726406304
150313513,ASSAULT,BATTERY,Friday,04/10/2015,14:05,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411071423064,37.7817511307229,"(37.7817511307229, -122.411071423064)",15031351304134
150317145,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Friday,04/10/2015,14:00,MISSION,NONE,2600 Block of BRYANT ST,-122.409121399225,37.7519787472165,"(37.7519787472165, -122.409121399225)",15031714505023
150317145,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,04/10/2015,14:00,MISSION,NONE,2600 Block of BRYANT ST,-122.409121399225,37.7519787472165,"(37.7519787472165, -122.409121399225)",15031714516650
150317145,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,04/10/2015,14:00,MISSION,NONE,2600 Block of BRYANT ST,-122.409121399225,37.7519787472165,"(37.7519787472165, -122.409121399225)",15031714528150
150314179,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,14:00,SOUTHERN,NONE,5TH ST / FOLSOM ST,-122.403390364796,37.7802655777189,"(37.7802655777189, -122.403390364796)",15031417906244
150315785,NON-CRIMINAL,FOUND PROPERTY,Friday,04/10/2015,14:00,MISSION,NONE,18TH ST / DOLORES ST,-122.426079580545,37.7614267757472,"(37.7614267757472, -122.426079580545)",15031578572000
150312640,MISSING PERSON,FOUND PERSON,Friday,04/10/2015,14:00,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226,"(37.7479994493226, -122.420832650303)",15031264075000
150313676,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Friday,04/10/2015,14:00,CENTRAL,NONE,GEARY ST / KEARNY ST,-122.403434086745,37.78764305018,"(37.78764305018, -122.403434086745)",15031367609024
150313494,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,04/10/2015,14:00,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.409738771906,37.7703482035454,"(37.7703482035454, -122.409738771906)",15031349464085
150313751,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,04/10/2015,14:00,INGLESIDE,NONE,4500 Block of MISSION ST,-122.434263310171,37.7254969149557,"(37.7254969149557, -122.434263310171)",15031375171010
150313610,MISSING PERSON,MISSING JUVENILE,Friday,04/10/2015,14:00,SOUTHERN,NONE,100 Block of OTIS ST,-122.420303482492,37.770896885856,"(37.770896885856, -122.420303482492)",15031361074010
150318927,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,04/10/2015,14:00,RICHMOND,NONE,300 Block of 2ND AV,-122.459998013138,37.782159650082,"(37.782159650082, -122.459998013138)",15031892728160
150318927,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,04/10/2015,14:00,RICHMOND,NONE,300 Block of 2ND AV,-122.459998013138,37.782159650082,"(37.782159650082, -122.459998013138)",15031892764070
150313416,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,04/10/2015,13:51,BAYVIEW,"ARREST, BOOKED",3RD ST / LECONTE AV,-122.397480899382,37.7188354421048,"(37.7188354421048, -122.397480899382)",15031341665015
150313557,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,04/10/2015,13:47,NORTHERN,NONE,OFARRELL ST / LARKIN ST,-122.417903977564,37.7851670875517,"(37.7851670875517, -122.417903977564)",15031355707023
150313557,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,04/10/2015,13:47,NORTHERN,NONE,OFARRELL ST / LARKIN ST,-122.417903977564,37.7851670875517,"(37.7851670875517, -122.417903977564)",15031355707020
150326390,OTHER OFFENSES,FALSE PERSONATION,Friday,04/10/2015,13:30,NORTHERN,NONE,2600 Block of UNION ST,-122.442952850526,37.79619499836,"(37.79619499836, -122.442952850526)",15032639009027
150313444,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/10/2015,13:28,TARAVAL,NONE,400 Block of LAKEVIEW AV,-122.453710329436,37.7180113935182,"(37.7180113935182, -122.453710329436)",15031344464020
150313466,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,04/10/2015,13:16,NORTHERN,NONE,VANNESS AV / WASHINGTON ST,-122.422874083058,37.7930494293957,"(37.7930494293957, -122.422874083058)",15031346662050
150313319,FRAUD,IMPERSONATING A POLICE OFFICER,Friday,04/10/2015,13:15,MISSION,NONE,3400 Block of 16TH ST,-122.430494795393,37.7643418581632,"(37.7643418581632, -122.430494795393)",15031331927070
156090901,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,13:10,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15609090106244
150313864,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/10/2015,13:00,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869,"(37.8084350175869, -122.410774214375)",15031386407021
150313488,NON-CRIMINAL,FOUND PROPERTY,Friday,04/10/2015,13:00,INGLESIDE,NONE,SAN JOSE AV / HAVELOCK ST,-122.441581078391,37.7267587235111,"(37.7267587235111, -122.441581078391)",15031348872000
156085833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,13:00,RICHMOND,NONE,GEARY BL / 19TH AV,-122.478305503287,37.7803810169602,"(37.7803810169602, -122.478305503287)",15608583306244
156087497,NON-CRIMINAL,LOST PROPERTY,Friday,04/10/2015,13:00,SOUTHERN,NONE,4TH ST / MISSION ST,-122.404270179486,37.7844788538745,"(37.7844788538745, -122.404270179486)",15608749771000
150314925,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/10/2015,13:00,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.412970537591,37.7857883766888,"(37.7857883766888, -122.412970537591)",15031492506244
150325289,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,04/10/2015,13:00,INGLESIDE,NONE,100 Block of SANTAMARINA ST,-122.420491573507,37.7395201844996,"(37.7395201844996, -122.420491573507)",15032528909320
156085764,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,04/10/2015,13:00,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489713969124,37.7339497680852,"(37.7339497680852, -122.489713969124)",15608576406372
150313290,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/10/2015,12:55,SOUTHERN,"ARREST, BOOKED",MCALLISTER ST / JONES ST,-122.411979487494,37.7809039696758,"(37.7809039696758, -122.411979487494)",15031329065016
150313262,WARRANTS,WARRANT ARREST,Friday,04/10/2015,12:50,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.375512968635,37.730806609582,"(37.730806609582, -122.375512968635)",15031326263010
150313262,OTHER OFFENSES,RESISTING ARREST,Friday,04/10/2015,12:50,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.375512968635,37.730806609582,"(37.730806609582, -122.375512968635)",15031326227170
150313240,MISSING PERSON,MISSING JUVENILE,Friday,04/10/2015,12:45,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,"(37.7571580431915, -122.406604919508)",15031324074010
150313303,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,04/10/2015,12:37,NORTHERN,NONE,POLK ST / SUTTER ST,-122.420120319204,37.7877570602411,"(37.7877570602411, -122.420120319204)",15031330312030
150313682,NON-CRIMINAL,LOST PROPERTY,Friday,04/10/2015,12:30,INGLESIDE,NONE,30TH ST / MISSION ST,-122.421970919029,37.7423752245255,"(37.7423752245255, -122.421970919029)",15031368271000
150313228,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/10/2015,12:25,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 9TH ST,-122.408534526845,37.7712906694516,"(37.7712906694516, -122.408534526845)",15031322865016
150313325,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,04/10/2015,12:20,MISSION,"ARREST, BOOKED",3900 Block of 18TH ST,-122.431710082584,37.7611418813327,"(37.7611418813327, -122.431710082584)",15031332515040
150313206,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,04/10/2015,12:10,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.417975390351,37.7737509379648,"(37.7737509379648, -122.417975390351)",15031320606302
150329297,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/10/2015,12:00,PARK,NONE,100 Block of HENRY ST,-122.434466532315,37.7666484481542,"(37.7666484481542, -122.434466532315)",15032929707021
150313789,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,04/10/2015,12:00,TENDERLOIN,NONE,300 Block of GOLDEN GATE AV,-122.416351987352,37.7816031438671,"(37.7816031438671, -122.416351987352)",15031378909320
150319884,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Friday,04/10/2015,12:00,RICHMOND,NONE,4700 Block of BALBOA ST,-122.509644693774,37.7752065367343,"(37.7752065367343, -122.509644693774)",15031988413060
150319884,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,04/10/2015,12:00,RICHMOND,NONE,4700 Block of BALBOA ST,-122.509644693774,37.7752065367343,"(37.7752065367343, -122.509644693774)",15031988406304
150333969,NON-CRIMINAL,FOUND PROPERTY,Friday,04/10/2015,12:00,NORTHERN,UNFOUNDED,3100 Block of GOUGH ST,-122.428049662937,37.8023444243514,"(37.8023444243514, -122.428049662937)",15033396972000
150313858,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,04/10/2015,12:00,INGLESIDE,NONE,1300 Block of BOWDOIN ST,-122.407934351403,37.7194433534269,"(37.7194433534269, -122.407934351403)",15031385805041
150321475,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,04/10/2015,12:00,CENTRAL,NONE,1000 Block of STOCKTON ST,-122.40809943667,37.7953991562138,"(37.7953991562138, -122.40809943667)",15032147509320
150322423,NON-CRIMINAL,LOST PROPERTY,Friday,04/10/2015,12:00,NORTHERN,NONE,VANNESS AV / MARKET ST,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)",15032242371000
150313789,ROBBERY,"ROBBERY,  ATM, OTHER WEAPON",Friday,04/10/2015,12:00,TENDERLOIN,NONE,300 Block of GOLDEN GATE AV,-122.416351987352,37.7816031438671,"(37.7816031438671, -122.416351987352)",15031378903093
150313234,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Friday,04/10/2015,12:00,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",15031323415151
150313234,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,04/10/2015,12:00,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",15031323404138
